Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2023-01-24 00:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 00:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 00:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 00:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 01:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 01:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 01:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 01:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 02:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 02:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 02:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 02:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 03:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 03:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 03:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 03:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 04:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 04:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 04:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 04:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 05:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 05:15,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 05:30,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 05:45,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 06:00,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
2023-01-24 06:05,0,615,0,283,51,0,0,697,0,0,150,274,103,285,238,551,324
