"Datum und Uhrzeit","PH Coesfelder Kreuz","PH Theater","PP Hörsterplatz","PH Alter Steinweg","Busparkplatz","PP Schlossplatz Nord","PP Schlossplatz Süd","PH Aegidii","PP Georgskommende","PH Münster Arkaden","PH Karstadt","PH Stubengasse","PH Bremer Platz","PH Engelenschanze","PH Bahnhofstraße","PH Cineplex","PH Stadthaus 3"
"Anzahl Parkplätze gesamt","(1000)","(743)","(202)","(371)","(63)","(450)","(460)","(750)","(272)","(166)","(187)","(300)","(287)","(460)","(320)","(590)","(372)"
"2025-03-18 00:00","ges",672,"ges",349,"ges","ges","ges",682,"ges",162,178,257,158,348,194,586,315
"2025-03-18 00:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 00:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 00:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 01:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 01:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 01:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 01:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 02:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 02:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 02:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 02:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 03:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 03:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 03:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 03:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 04:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 04:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 04:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 04:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 05:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 05:15","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,315
"2025-03-18 05:30","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,314
"2025-03-18 05:45","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,311
"2025-03-18 06:00","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,586,306
"2025-03-18 06:05","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,585,307
"2025-03-18 06:10","ges",672,"ges",350,"ges","ges","ges",683,"ges",162,178,257,158,348,195,584,304
