Datum und Uhrzeit,PH Coesfelder Kreuz,PH Theater,PP Hörsterplatz,PH Alter Steinweg,Busparkplatz,PP Schlossplatz Nord,PP Schlossplatz Süd,PH Aegidii,PP Georgskommende,PH Münster Arkaden,PH Karstadt,PH Stubengasse,PH Bremer Platz,PH Engelenschanze,PH Bahnhofstraße,PH Cineplex,PH Stadthaus 3
2023-08-27 00:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 00:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 00:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 00:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 01:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 01:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 01:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 01:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 02:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 02:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 02:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 02:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 03:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 03:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 03:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 03:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 04:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 04:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 04:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 04:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 05:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 05:15,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 05:30,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 05:45,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 06:00,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
2023-08-27 06:05,0,581,0,303,0,0,0,574,0,150,157,204,169,309,177,469,197
